Organization,Camp Name,Start Date,End Date,Days,Start Time,End Time,Location,Age Range,Grade Range,Price,Description
Club SciKidz Dallas,Little Maker,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,One Community Church- Prosper,3-14,Pre-K to K,$385.00,"""Does your 4 or 5 year old enjoy making all sorts of creations with random items from your home? In camp Little Maker, we harness that innovation to help campers complete 4 exciting projects each day. Many of the build projects are supported with some of the finest inspirational children’s literature available, such as “Rosie Revere Engineer,” “Iggy Peck Architect”, “Interstellar Cinderella” and even “The Three Little Pigs.” All the elements of STEM are included in this camp.

Building projects incorporate LEGO, Knex, and Keva construction materials. Our Little Makers will even perform a spectacular chemistry experiments, build a solar night light, grow plants, launch rockets, create some yummy octopi cupcakes, build a terrarium, create ocean slime, design an animal track game, and more!

*Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more HERE).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Space Explorer,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,Pre-K to K,$385.00,"""Is your Little Space Explorer ready to blast off and explore what lies beyond our planet?? Kids of all ages love space, so that’s why we created Little Space Explorer for our 4 &5 year old campers! We all remember watching the launch of space rockets from NASA, the first steps by man on the moon, watching astronauts float in zero gravity and of course those bulky but futuristic space suits. Campers will become astronauts in training as they learn about and participate in hands on activities about the sun, moon, planets, and the life of an astronaut. Projects include Making Moon Sand, Fizzing Planets, creating a galaxy, participating in an astronaut obstacle course, and many more.

*Please Note: all campers MUST be 4 years old by the start of their camp week and must be COMPLETELY POTTY TRAINED (read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Zookeeper,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,Pre-K to K,$385.00,"""NEW in 2025!
Does your little learner love to know everything there is to know about the animals of the world? If so, this camp is for YOU!

Camp Little Zookeeper is a theme made for our PreK and Kindergarten aged campers. During this week, campers will explore 5 of the main biomes that make up our globe and the animals that inhabit them. These biomes are: Savannas, Arctic Tundra, Aquatic, Desert, and Rainforest. The daily lessons will really lean into each biome and allow campers to feel immersed in the environment.

A few sample experiments that your camper will experience are making animal prints, creating a mason jar aquarium, building an arctic suncatcher, and so much more!

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Zookeeper,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,One Community Church- Prosper,3-14,Pre-K to K,$385.00,"""NEW in 2025!
Does your little learner love to know everything there is to know about the animals of the world? If so, this camp is for YOU!

Camp Little Zookeeper is a theme made for our PreK and Kindergarten aged campers. During this week, campers will explore 5 of the main biomes that make up our globe and the animals that inhabit them. These biomes are: Savannas, Arctic Tundra, Aquatic, Desert, and Rainforest. The daily lessons will really lean into each biome and allow campers to feel immersed in the environment.

A few sample experiments that your camper will experience are making animal prints, creating a mason jar aquarium, building an arctic suncatcher, and so much more!

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Marvel Moviemaker,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,1st to 3rd,$385.00,"""Whether you’re Team Iron Man, Team Hulk or Team Captain America, this camp will make you feel like a super hero! Join forces with Thor as you make your own Thor hammer, look the part as you make Black Panther Kimoyo Beads to wear, and show your patriotic pride by making a Captain America Planter! But the fun and world-saving doesn’t stop there!

You’ll be making your very own Marvel movie using stop motion animation (sometimes called ""claymation""). You’ll begin by learning the history of animation and discover some of the tricks of the trade as you create your characters and give your favorite Marvel characters a brand new adventure. You’ll use the computer program ZU3D to bring your pictures to life and give Marvel a whole new chapter. Are you up for the challenge?

*Campers need a USB drive- available for purchase during registration or onsite at camp*

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Mini Medical School,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,One Community Church- Garland,3-14,Pre-K to K,$395.00,""" One of our BEST sellers from 2024!

Mini Medical School will introduce campers to the career of being a doctor and all that it entails. They'll practice bandaging the boos-boos of their stuffed animal and caring for the patient, and They'll even get their own medical and first aid kit to bring home at the end of the week! Campers will also be learning about some of the different body systems and organs that keep our bodies alive and functioning. They'll make their own stethoscope and inflatable lungs and models of the heart and the human eyeball! They will even learn about x-rays and learn how doctors use them to figure out if there is a “boo boo” that we can’t see from the outside of the body. Each lesson consists of an engaging hands-on activity or experiment where campers will not only learn but have fun.


Throughout the week, different picture books will be integrated into the lessons, bringing reading and literature into the camp, allowing campers to see, hear, and experience the material."""
Club SciKidz Dallas,Pokemon Professors,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,1st to 3rd,$385.00,"""Come join us for your next Pokémon adventure! Not only is your goal to “catch ’em all”, but you’ll also be applying scientific theories and conducting experiments along the way. Throughout this new adventure, you’ll meet Pokémon of all types and conduct hands-on science experiments that grant insight into the wonderful world of Pokémon.

Camper activities include:
A chemical reaction Pokémon hatching
Catapult launching to catch your very own Pokémon
Exploring the effectiveness of Pikachu’s electricity
Observing Bug Pokémon and the real insects and organisms they resemble
Reflect on the 3 states of matter with Ditto Slime, and much more.
Are you ready for your greatest Pokémon adventure yet??

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Sea Adventure,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Calling all future marine biologists and pirate enthusiasts! Join us as we sail away on our pirate adventure and explore the crystal blue oceans searching for sea life, gold, gems, and of course some buried treasure! Oceanography was never this much fun!  Sample projects include: Map Making and Orienteering, Knot Tying, Shark Tooth Necklace,  make Mermaid Slime, build a model ship, go on a Treasure Hunt....for a total of 20 make and take projects.  Arrrrrrrg! Welcome Me Hearties!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Young Scientist,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,One Community Church- Garland,3-14,4th to 7th,$395.00,"""NEW in 2025!

Camp Young Scientist is a comprehensive survey covering the topics of Anatomy to Zoology. Camper’s experiment and complete projects in human anatomy, botany, rocks and minerals, robotics, space, and electronics. This camp is perfect for your camper who just LOVES everything science.

Campers engage in 15-20 projects each week including:

Maker Space Workshop
Creating Biodegradable plastics
Candy DNA
Clean Water Science
Propeller Powered Car
Galaxy Painting
Toybox Science
Frog Dissection
Paracord Survival bracelet
Go Fly a Kite!
Build a weather station
Building a solar oven
Save the bees garden and bracelet

There is a $10 lab fee due to the large amount of supplies needed for this camp.

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Young Surgeon,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,One Community Church- Prosper,3-14,4th to 7th,$385.00,"""Campers learn about the life of physicians and surgeons, and are exposed to the important life saving techniques of  first aid. Numerous hands-on projects include using medical instruments, triage and diagnosis, and how to give a shot. We also explore the structures and physiology of the amazing human body.

Projects include:  sheep heart and frog dissection, making herbal medicines, learning to stitch a wound, build a lung model, first aid techniques and splinting.

In addition, each camper will receive a stethoscope, first aid supplies, and take their “Medical Boards” at the end of the week to receive their certificate.

*Formerly known as camp Young Surgeon/ Emergency Medicine*

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Young Surgeon,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,4th to 7th,$385.00,"""Campers learn about the life of physicians and surgeons, and are exposed to the important life saving techniques of  first aid. Numerous hands-on projects include using medical instruments, triage and diagnosis, and how to give a shot. We also explore the structures and physiology of the amazing human body.

Projects include:  sheep heart and frog dissection, making herbal medicines, learning to stitch a wound, build a lung model, first aid techniques and splinting.

In addition, each camper will receive a stethoscope, first aid supplies, and take their “Medical Boards” at the end of the week to receive their certificate.

*Formerly known as camp Young Surgeon/ Emergency Medicine*

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Adventures in Minecraft Game,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"In this new innovative experience, campers will become engineers and architects as they build, explore, and survive in their Minecraft world.

Campers will learn about the connection between digital and real–world environments and explore hands–on how real–world environments inspire game designers to create biomes in games. Using Minecraft Education Edition, campers will work together to create settlements in one of the many biomes Minecraft has to offer and even learn about those same biomes in the real world!

Towards the end of the week, the campers will put their builds to the ultimate test and defend their settlements from invasions. And never fear, before camp is over, campers will get a chance to do what all Minecraft players love to do: DESTROY!

It is no longer necessary for campers to bring login information for their personal Minecraft accounts. We will provide everything they need.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,Adventures in Minecraft Game,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,1st to 3rd,$385.00,"In this new innovative experience, campers will become engineers and architects as they build, explore, and survive in their Minecraft world.

Campers will learn about the connection between digital and real–world environments and explore hands–on how real–world environments inspire game designers to create biomes in games. Using Minecraft Education Edition, campers will work together to create settlements in one of the many biomes Minecraft has to offer and even learn about those same biomes in the real world!

Towards the end of the week, the campers will put their builds to the ultimate test and defend their settlements from invasions. And never fear, before camp is over, campers will get a chance to do what all Minecraft players love to do: DESTROY!

It is no longer necessary for campers to bring login information for their personal Minecraft accounts. We will provide everything they need.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,American Doll - New Era,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"NEW in 2025!!

This brand new camp is geared for rising 1st-3rd graders who love dolls! This camp will feature four of the recent modern Girl of the Year characters and one of the characters of the Contemporary Characters line and will be the perfect blend of crafts, STEAM related lessons and activities, and life-lessons that we can learn from each character. Campers are not required to bring their dolls to camp, but are welcome to, as they will be making some crafts and projects specifically for her! We look forward to this exciting new camp!

Some of the STEAM connections your campers will engage in are painting, learning about horses and animals, exploring space and the stars, as well as animation, oceanography, and so much more!

In addition, a few of the important life skills that will be covered during their week of fun are: self confidence, overcoming fears, being a good leader, pursuing dreams, perseverance, and having patience. 

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,American Doll - New Era,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,1st to 3rd,$385.00,"NEW in 2025!!

This brand new camp is geared for rising 1st-3rd graders who love dolls! This camp will feature four of the recent modern Girl of the Year characters and one of the characters of the Contemporary Characters line and will be the perfect blend of crafts, STEAM related lessons and activities, and life-lessons that we can learn from each character. Campers are not required to bring their dolls to camp, but are welcome to, as they will be making some crafts and projects specifically for her! We look forward to this exciting new camp!

Some of the STEAM connections your campers will engage in are painting, learning about horses and animals, exploring space and the stars, as well as animation, oceanography, and so much more!

In addition, a few of the important life skills that will be covered during their week of fun are: self confidence, overcoming fears, being a good leader, pursuing dreams, perseverance, and having patience. 

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,American Doll Adventures,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,One Community Church- Lewisville,3-14,1st to 3rd,$385.00,"This the original American Doll camp and is a perennial favorite. American Doll Adventures takes campers through a journey  with the popular, historical doll characters!

While we encourage all campers to bring their dolls and plenty of enthusiasm (any brand doll is fine!), the camp is so much more than just “playing with dolls.” Girls will have a blast as they unleash their creativity by integrating the components of STEAM-Science, Technology, Engineering, Art, and Math.

Our American Doll Adventures Campers will bake a yummy dessert, sew a quilt for their doll, create an art masterpiece, study historical characters, perform some stunning science experiments, and complete an engineering build to name a just a few of this action packed week.  The week will also be sprinkled with tea parties, games, story telling, American doll characters, and plenty of fun and laughter.

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,Crazy Contraptions,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,One Community Church- Garland,3-14,4th to 7th,$395.00,"""Welcome to Camp Crazy Contraptions, where young engineers aged 9-13 embark on an exciting journey into the world of mechanical engineering! Our camp offers engaging activities and experiments that ignite curiosity and foster teamwork while exploring the principles of engineering.

In Crazy Contraptions, campers will get to experience blue printing, collaboration, and important life lessons like persevering through failures, and celebrating successes.

Some of the topics covered in this camp are Newton’s Laws of Motion, physics, energy, and much more. This is a hands-on camp and extremely collaborative. Campers will use Keva Planks, engineering kits, and your everyday household items to complete the different challenges ahead.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Dash & Dot Robotics,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,1st to 3rd,$385.00,"""This popular camp uses Dash and Dot, cleverbots created by Wonder Workshop. They are real robots that can sing, dance, navigate courses, and respond to voice commands. Using a tablet and apps, campers practice coding the robots to participate in a variety of different challenges and to create new behaviors for Dash. Campers will use sensors and different software apps to program their Dash and Dot to complete various challenges. Some activities include designing and creating obstacle courses and paths for Dash and Dot to complete, all programmed by you! Campers will play the iconic game of H-O-R-S-E and launch balls using Dash into a container and create a robot artist utilizing Dash to draw pictures.

Besides the many challenges using Dash and Dot, campers will learn about basic electronics and circuitry using a Snap Circuit board. Some projects include building a circuit to turn on a light and creating a real alarm!

At the end of the week, campers will take home their Snap Circuit board and kit. 

Registration closes at 11:59 pm Friday before each camp week begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Paleontologist,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""This camp offers an exciting introduction into the basics of Paleontology and Geology! This exciting adventure in Paleontology will have your child playing in the dirt and having the time of their lives. Campers will be immersed in hands-on projects that they will take home to continue their adventure. 
Sample Projects include Panning for Gems and Minerals! Crack Open a Geode!  Dig for fossils! Learn about petrified wood and trilobites!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Physician,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,1st to 3rd,$385.00,"""Make NO bones about it; this camp is for the aspiring “Young Physician”. Campers will learn that their bodies are miles of blood vessels, hundreds of muscles, many thousands of hairs, a furnace, a filter, AND a fancy computer! Your Young Physician will really have a pulse on the human body with this camp. Campers receive their own stethoscope and percussion hammer.

If there is a future doctor in your house-this is the camp for them!

Sample Projects: Building a Lung Model! Testing for Germs! Build a Spinal Column! Skin Prints! Experiments in Anatomy and Physiology!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Robot Engineer,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,1st to 3rd,$395.00,"""This camp is a FUN introduction into the world of robotics. Campers will learn about the six simple machines and how they are incorporated into more complex machines. Campers will also learn about circuits and power sources as they build our “Mars-like” RC Rover. The radio-controlled RC Rover is capable of performing 23 experiments and activities. Campers will also have fun constructing our Artbot & Bristlebot!

Campers will be able to take home the robots they build for hours of fun after the camp week has finished! This camp sells out quickly every single year, so don't delay in registering your camper today.

*Formerly known as Little/Young Robot Engineer
Camp Tuition includes the $10 Lab Fee due to extraordinarily high costs of supplies for these labs.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Robot Engineer,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,One Community Church- Lewisville,3-14,1st to 3rd,$395.00,"""This camp is a FUN introduction into the world of robotics. Campers will learn about the six simple machines and how they are incorporated into more complex machines. Campers will also learn about circuits and power sources as they build our “Mars-like” RC Rover. The radio-controlled RC Rover is capable of performing 23 experiments and activities. Campers will also have fun constructing our Artbot & Bristlebot!

Campers will be able to take home the robots they build for hours of fun after the camp week has finished! This camp sells out quickly every single year, so don't delay in registering your camper today.

*Formerly known as Little/Young Robot Engineer
Camp Tuition includes the $10 Lab Fee due to extraordinarily high costs of supplies for these labs.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Scientist,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,One Community Church- Garland,3-14,1st to 3rd,$385.00,"""Fun and excitement is fostered by great lessons and hands-on experiments! Our Jr. Scientist camp covers a broad range of fun and exciting science topics in Chemistry, Earth Science, Life Science, Physical Science, and Lab Process Skills. It is by far our most popular summer science camp experience in this age category. Your camper will enjoy the 20 make-and-take projects, and that makes for a fantastic STEM summer!  A $15 lab fee is included in the camp tuition due to the extraordinary amount of supplies for this camp. This camp is formerly known as ""Young Scientist.""

Sample Projects:
Grow - Beast Experiment! Wacky Window Paint! Super Bouncing Balls! Optic Wonders! Wurmz and Dirt! Diving Submarines!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Veterinary Medicine,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,1st to 3rd,$395.00,""" One of our BEST sellers from 2024!

Emergency Vet is a camper favorite, and we've been receiving requests for years to create a “Vet Camp” for our younger campers. We are excited to offer Jr. Vet, a brand-new camp for campers going into grade 1st through 3rd this summer!

Campers will begin learning about what a vet is and what they do. They will learn the basic anatomy of and care for both cats and dogs, as well as more advanced care like stitches and broken bones. They'll also spend time learning about the different body systems, including the circulatory, respiratory, and skeleton systems, by creating and making models of these important systems. Campers will even have a visit from a real dog where they will get to practice what they have been learning! Throughout the week, your aspiring veterinarian will do 20 different and engaging hands-on activity and projects! At the end of the week, all campers will bring home their Future Veterinarian Kit and first aid supply kit.

There is a $10 lab fee for this camp due to the extraordinary amount of supplies needed.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Veterinary Medicine,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$395.00,""" One of our BEST sellers from 2024!

Emergency Vet is a camper favorite, and we've been receiving requests for years to create a “Vet Camp” for our younger campers. We are excited to offer Jr. Vet, a brand-new camp for campers going into grade 1st through 3rd this summer!

Campers will begin learning about what a vet is and what they do. They will learn the basic anatomy of and care for both cats and dogs, as well as more advanced care like stitches and broken bones. They'll also spend time learning about the different body systems, including the circulatory, respiratory, and skeleton systems, by creating and making models of these important systems. Campers will even have a visit from a real dog where they will get to practice what they have been learning! Throughout the week, your aspiring veterinarian will do 20 different and engaging hands-on activity and projects! At the end of the week, all campers will bring home their Future Veterinarian Kit and first aid supply kit.

There is a $10 lab fee for this camp due to the extraordinary amount of supplies needed.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Lego WeDo + Scratch Coding,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,1st to 3rd,$385.00,"""NEW in 2025!

Campers get to blend two of our favorite tech based camp themes into one exciting week of learning. The lessons taught in Lego WeDo + Scratch Coding will not just focus on Lego coding separate from Scratch video game creation, but it also allow the two to come together!

Lego WeDo is an easy-to-learn software that will help walk the campers through a variety of build creations. Scratch is coding program that helps learners of all ages build and play their very own video game creations!

Campers do not need any prior coding skills as this is a beginner friendly class. If your camper loves video games and Legos, then this will be the ideal camp for them!

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Chemist,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,Pre-K to K,$385.00,"""It is time for Glues, Brews, and Goos! From our stockpile of hundreds of recipes and formulas, we have chosen our top favorite chemistry activities. Campers will love digging into and examining the results of these crazy chemical concoctions! Sample projects include: Blob Explosions, Funny Putty, Magic Bubble Paint, Make your own Chewing Gum.

In addition: Campers will create several other wacky, wild, and crazy concoctions! Our Little Chemists will realize the importance of measurement and sequencing as they use a taco sauce creation to clean pennies and investigate candy chromatography.

*Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Chemist,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,Pre-K to K,$385.00,"""It is time for Glues, Brews, and Goos! From our stockpile of hundreds of recipes and formulas, we have chosen our top favorite chemistry activities. Campers will love digging into and examining the results of these crazy chemical concoctions! Sample projects include: Blob Explosions, Funny Putty, Magic Bubble Paint, Make your own Chewing Gum.

In addition: Campers will create several other wacky, wild, and crazy concoctions! Our Little Chemists will realize the importance of measurement and sequencing as they use a taco sauce creation to clean pennies and investigate candy chromatography.

*Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Engineer,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,Pre-K to K,$385.00,"""Sir Isaac Newton never had this much fun! Campers will be immersed into our toy maker’s workshop as they construct and take home several different toy projects during the week. Campers will learn why kaleidoscopes produce such beautiful colors, build and play with a marshmallow shooter, and create the classic rubber band ball. Each project will teach an important physical property. Sample Projects include: Pocket Rocket, Sponge Ball Slingshot, Marshmallow Shooter, Snap Circuit Board.

*Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Scientist,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,One Community Church- Garland,3-14,Pre-K to K,$385.00,"""This unique camp will offer an incredible collection of projects and experiments that will amuse and amaze your little scientist! By being involved with several hands-on activities your child will explore the basic scientific ideas that play a role in everyday life.  Sample Projects include Stomp Rockets, Glowing Firefly, Edible Oceans, Marshmallow Catapults, Growing Radish Head, and Beeswax Candle.

In addition:
Campers will create and experiment with several other projects in the course of the week. This is a broad topic camp that teaches campers how the scientific method helps give us the answers to our many questions.

*Please note: all campers MUST be 4 years old by the start of their camp week and must be COMPLETELY POTTY TRAINED (please read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Space Explorer,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,One Community Church- Lewisville,3-14,Pre-K to K,$385.00,"""Is your Little Space Explorer ready to blast off and explore what lies beyond our planet?? Kids of all ages love space, so that’s why we created Little Space Explorer for our 4 &5 year old campers! We all remember watching the launch of space rockets from NASA, the first steps by man on the moon, watching astronauts float in zero gravity and of course those bulky but futuristic space suits. Campers will become astronauts in training as they learn about and participate in hands on activities about the sun, moon, planets, and the life of an astronaut. Projects include Making Moon Sand, Fizzing Planets, creating a galaxy, participating in an astronaut obstacle course, and many more.

*Please Note: all campers MUST be 4 years old by the start of their camp week and must be COMPLETELY POTTY TRAINED (read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Zookeeper,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,Pre-K to K,$385.00,"""NEW in 2025!
Does your little learner love to know everything there is to know about the animals of the world? If so, this camp is for YOU!

Camp Little Zookeeper is a theme made for our PreK and Kindergarten aged campers. During this week, campers will explore 5 of the main biomes that make up our globe and the animals that inhabit them. These biomes are: Savannas, Arctic Tundra, Aquatic, Desert, and Rainforest. The daily lessons will really lean into each biome and allow campers to feel immersed in the environment.

A few sample experiments that your camper will experience are making animal prints, creating a mason jar aquarium, building an arctic suncatcher, and so much more!

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Marvel Moviemaker,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,1st to 3rd,$385.00,"""Whether you’re Team Iron Man, Team Hulk or Team Captain America, this camp will make you feel like a super hero! Join forces with Thor as you make your own Thor hammer, look the part as you make Black Panther Kimoyo Beads to wear, and show your patriotic pride by making a Captain America Planter! But the fun and world-saving doesn’t stop there!

You’ll be making your very own Marvel movie using stop motion animation (sometimes called ""claymation""). You’ll begin by learning the history of animation and discover some of the tricks of the trade as you create your characters and give your favorite Marvel characters a brand new adventure. You’ll use the computer program ZU3D to bring your pictures to life and give Marvel a whole new chapter. Are you up for the challenge?

*Campers need a USB drive- available for purchase during registration or onsite at camp*

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Pokemon Professors,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,One Community Church- Lewisville,3-14,1st to 3rd,$385.00,"""Come join us for your next Pokémon adventure! Not only is your goal to “catch ’em all”, but you’ll also be applying scientific theories and conducting experiments along the way. Throughout this new adventure, you’ll meet Pokémon of all types and conduct hands-on science experiments that grant insight into the wonderful world of Pokémon.

Camper activities include:
A chemical reaction Pokémon hatching
Catapult launching to catch your very own Pokémon
Exploring the effectiveness of Pikachu’s electricity
Observing Bug Pokémon and the real insects and organisms they resemble
Reflect on the 3 states of matter with Ditto Slime, and much more.
Are you ready for your greatest Pokémon adventure yet??

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
